,CompanyName,Cusine,Importance,Address,PhoneNumber,Website,NumReviews,Overall,PriceRange,Prices,Puntuation
1588,Tenuta Cigliano,"['Italian', ' Mediterranean', ' Seafood']","#1,880 of 2,742 Restaurants in Naples","Contrada Pisciarelli 17/E, 80078, Naples Italy",+39 081 762 4501,http://www.tenutacigliano.it/,6,4.0,€30 - €120,Na,"['4', '1', '0', '0', '1']"
1589,Da mariolino,"['Neapolitan', ' Campania', ' Southern-Italian']","#1,883 of 2,742 Restaurants in Naples","Via Dei Tribunali 184, 80139, Naples Italy",+39 392 360 0808,https://mariolino-sandwich-shop.business.site/,5,4.0,€3 - €5,Na,"['1', '1', '0', '0', '0']"
1590,Pizza e Sfizi,"['Italian', ' Pizza', ' Barbecue', ' Deli', ' Street Food']","#1,884 of 2,742 Restaurants in Naples","Via Luigia Sanfelice 47, 80127, Naples Italy",+39 081 050 1917,https://www.facebook.com/PizzaeSfiziAllaSantarella/timeline?ref=page_internal,5,4.5,€3 - €6,Na,"['3', '1', '1', '0', '0']"
1591,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1592,Chicago Club,['Dinner'],"#1,889 of 2,742 Restaurants in Naples","Viale Sant'Ignazio di Lojola 234 Cappella Cangiani, 80131, Naples Italy",+39 081 587 5782,http://www.chicagoclub.it/,7,4.0,Na,Na,"['2', '3', '1', '1', '0']"
1593,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1594,E Io Pago,"['Italian', ' Neapolitan', ' Campania', ' Southern-Italian']","#1,891 of 2,742 Restaurants in Naples","Via Pasquale Leonardi Cattolica 40/50, 80124, Naples Italy",+39 388 818 2417,https://www.facebook.com/E-io-pago-Trattoria-Napoletana-101806181717070,2,5.0,€2 - €25,Na,"['2', '0', '0', '0', '0']"
1595,Pescaria,"['Seafood', ' Fast Food', ' Mediterranean', ' Italian']","#1,893 of 2,742 Restaurants in Naples","Piazza Vittoria 6, 80121, Naples Italy",+39 081 633 6136,http://www.pescaria.it/it/,53,3.0,€3 - €15,Na,"['15', '9', '11', '7', '11']"
1596,Caffetteria Marino,"['Seating', ' Serves Alcohol', ' Delivery', ' Takeout', ' Table Service']","#1,894 of 2,742 Restaurants in Naples","Vico Giardinetto 3, 80134, Naples Italy",+39 081 422560,http://www.facebook.com/marinotrattoria/,103,3.5,Na,Na,"['3', '1', '2', '4', '8']"
1597,Gigi,"['Italian', ' Brew Pub', ' Fast Food', ' Pub']","#1,895 of 2,742 Restaurants in Naples","Piazza Vittoria 5, 80121, Naples Italy",+39 081 764 9949,https://www.facebook.com/gigifoodndrink/?hc_ref=PAGES_TIMELINE,5,4.5,€4 - €10,Na,"['3', '1', '1', '0', '0']"
1598,Buns & Meat,['Italian'],"#1,899 of 2,742 Restaurants in Naples","Via Generale Francesco Pignatelli 4 Piazza Nazionale, 80141, Naples Italy",+39 379 187 7047,http://www.facebook.com/bun&meatnapoli,2,5.0,€15 - €30,Na,"['2', '0', '0', '0', '0']"
1599,Pizzeria Su Ali D'Aquila,['Pizza'],"#1,906 of 2,742 Restaurants in Naples","Via Provinciale Santa Maria a Cubito 581, 80145, Naples Italy",+39 324 792 7443,https://www.facebook.com/Pizzeria-Su-Ali-DAquila-by-Raffaele-246694669072333/,3,5.0,€6 - €20,Na,"['3', '0', '0', '0', '0']"
1600,Salumeria Il Casale,['Reservations'],"#1,907 of 2,742 Restaurants in Naples","Via Simone Martini 69/71, 80128, Naples Italy",+39 081 579 3636,https://www.facebook.com/pages/Salumeria-il-casale/504669719613280,12,3.5,Na,Na,"['4', '3', '2', '0', '3']"
1601,Bulldog Pub,"['Dinner', ' Late Night']","#1,911 of 2,742 Restaurants in Naples","Via Merliani 110/A, 80127, Naples Italy",+39 081 342 7716,https://www.facebook.com/NapoliBullDogPub,125,3.5,Na,Na,"['36', '26', '26', '11', '26']"
1602,Rama Beach,"['Vegetarian Friendly', ' Vegan Options']","#1,912 of 2,742 Restaurants in Naples","Via Marina di Varcaturo 8, Naples Italy",+39 392 524 4824,http://www.ramabeachcafe.com/,167,3.0,Na,Na,"['5', '5', '0', '0', '0']"
1603,Ristorante Santa Lucia,"['Lunch', ' Dinner']","#1,914 of 2,742 Restaurants in Naples","Via Partenope 46, 80121, Naples Italy",+39 081 764 0666,http://www.santalucia.com/,8,4.0,Na,Na,"['1', '0', '1', '0', '0']"
1604,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1605,Nonna Cocò,['Mediterranean'],"#1,919 of 2,742 Restaurants in Naples","Via Albino Albini 6, 80127, Naples Italy",+39 081 1810 0374,http://www.nonnacoco.it/,2,5.0,€5 - €20,Na,"['2', '0', '0', '0', '0']"
1606,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1607,Al Barcadero,"['Lunch', ' Late Night', ' Drinks']","#1,920 of 2,742 Restaurants in Naples","Banchina Santa Lucia 2 Banchina Santa Lucia, 80132, Naples Italy",+39 333 222 7023,http://www.facebook.com/pages/AL-BARCADERO-CAF%C3%A8-NAPLES/111312882239597,168,3.5,Na,Na,"['11', '6', '3', '1', '10']"
1608,Pizzeria da pietro Sfizi & Fantasia,"['Reservations', ' Seating', ' Wheelchair Accessible']","#1,922 of 2,742 Restaurants in Naples","Piazza Cavour 141, 80100, Naples Italy",+39 081 012 7145,http://www.facebook.com/pages/Sfizi-E-Fantasia-Da-Pietro/329158540586808,14,3.5,Na,Na,"['0', '1', '0', '0', '2']"
1609,Il Cafettuccio di Oscar Leonessa,"['Seating', ' Table Service']","#1,923 of 2,742 Restaurants in Naples","Riviera di Chiaia 287C, 80121, Naples Italy",+39 081 764 8701,https://www.facebook.com/ilCafettuccio/,22,3.5,Na,Na,"['2', '0', '0', '0', '0']"
1610,Pizzeria Sofia,['Vegetarian Friendly'],"#1,924 of 2,742 Restaurants in Naples","Via Piedigrotta 9, Naples Italy",+ Add phone number,http://www.pizzeriasofia-napoli.it/#,27,3.5,Na,Na,"['2', '0', '0', '0', '0']"
1611,Villa Egea,"['Lunch', ' Dinner']","#1,928 of 2,742 Restaurants in Naples","Via Vicinale Santa Massa di Somma, 80040, Naples Italy",+39 081 574 2323,http://www.villaegea.it/,46,3.5,Na,Na,"['20', '7', '4', '4', '11']"
1612,La Cucina Di Caffè Degli Artisti,"['Breakfast', ' Lunch', ' Dinner']","#1,929 of 2,742 Restaurants in Naples","Piazza Degli Artisti 35/38, 80129, Naples Italy",+39 081 556 4740,https://www.facebook.com/caffedegliartisticoffeeandfood/,2,4.5,Na,Na,"['1', '1', '0', '0', '0']"
1613,O' Cuzzetiello Ca Vuo' Tu PakEnzu' Ragu,"['Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#1,930 of 2,742 Restaurants in Naples","Via Duomo 168, 80138, Naples Italy",+39 392 462 3310,https://www.facebook.com/Italyfoodandglamour/?ref=page_internal,2,5.0,€4 - €6,Na,"['2', '0', '0', '0', '0']"
1614,Kanji Sushi,"['Takeout', ' Accepts Credit Cards', ' Delivery', ' Reservations']","#1,931 of 2,742 Restaurants in Naples","Via Alessandro Scarlatti, 190 Vomero, Naples Italy",+39 366 504 6358,http://kanji-sushi-japanese-take-away.business.site/,41,3.5,Na,Na,"['1', '0', '0', '0', '0']"
1615,SFIZZICARIELLO,"['Italian', ' Mediterranean']","#1,933 of 2,742 Restaurants in Naples","Corso Vittorio Emanuele n. 400 Piazza Mazzini side, 80135, Naples Italy",+39 081 564 1506,http://www.artemusicaecaffe.com/,5,4.0,€4 - €12,Na,"['2', '2', '1', '0', '0']"
1616,Moccia Spaccanapoli,"['Breakfast', ' Lunch', ' Dinner']","#1,934 of 2,742 Restaurants in Naples","Via Benedetto Croce 57, 80134, Naples Italy",+39 081 790 1571,http://instagram.com/mocciaspaccanapoli?utm_medium=copy_link,5,4.0,Na,Na,"['2', '1', '1', '1', '0']"
1617,"RistoPescheria""E ce vò tiempo""","['Italian', ' Seafood', ' Pub', ' Gastropub', ' Mediterranean', ' Barbecue']","#1,935 of 2,742 Restaurants in Naples","Via consalvo 93, 80100, Naples Italy",+39 081 629554,http://www.facebook.com/RistopescheriaECeVoTiempo,8,4.0,€20 - €35,Na,"['2', '4', '2', '0', '0']"
1618,A Pazziell',['Dinner'],"#1,937 of 2,742 Restaurants in Naples","Via Odissea 10, 80147, Naples Italy",+39 081 596 7531,http://www.facebook.com/apazziell/,7,4.0,Na,Na,"['3', '3', '0', '1', '0']"
1619,Cucina Pop,['Reservations'],"#1,940 of 2,742 Restaurants in Naples","Via Giannantonio Summonte 16, 80138, Naples Italy",+39 081 1932 3509,https://www.facebook.com/CucinaPopNapoli/,7,3.5,Na,Na,"['2', '2', '2', '1', '0']"
1620,Black Bar,"['Delivery', ' Takeout', ' Outdoor Seating', ' Seating', ' Street Parking', ' Serves Alcohol', ' Full Bar', ' Wine and Beer', ' Free Wifi']","#1,943 of 2,742 Restaurants in Naples","Via Duomo 251 Via Duomo, 80138, Naples Italy",+39 081 1997 8431,http://www.facebook.com/BlackBarNapoli/,5,4.0,Na,Na,"['1', '3', '1', '0', '0']"
1621,PizzeriA CIBUS Trattoria,"['Breakfast', ' Lunch', ' Dinner']","#1,944 of 2,742 Restaurants in Naples","Corso San Giovanni a Teduccio 284, 80146, Naples Italy",+39 081 342 7172,https://www.facebook.com/PizzeriA-CIBUS-Trattoria-365589973827688/,10,3.5,Na,Na,"['4', '2', '2', '1', '1']"
1622,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1623,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1624,WineOut,"['Italian', ' Mediterranean']","#1,951 of 2,742 Restaurants in Naples","Via Mascagni, 33/B, 80127, Naples Italy",+39 081 579 9793,http://wineout.wine/,2,5.0,€3 - €10,Na,"['2', '0', '0', '0', '0']"
1625,Gusto Sano Napoletano by Valeria of Gusto San Napoletano,['Dinner'],"#1,953 of 2,742 Restaurants in Naples",Naples Italy,+ Add phone number,http://www.eatwith.com/users/60044?affid=en-tripadvisor-partnership-naples-h-60044&utm_source=tripadvisor&utm_medium=partnership&utm_campaign=en-tripadvisor-partnership-naples-h-60044,2,5.0,Na,Na,"['1', '0', '0', '0', '0']"
1626,Floris Cafe,"['Wheelchair Accessible', ' Table Service']","#1,954 of 2,742 Restaurants in Naples","Piazza Dante 49, 80127, Naples Italy",+39 081 544 0646,https://www.facebook.com/floriscafe/,19,3.5,Na,Na,"['4', '1', '0', '0', '0']"
1627,La Rotonda Del Panadero,['Italian'],"#1,963 of 2,742 Restaurants in Naples","Via Dell'Epomeo 9, 80126, Naples Italy",+39 081 1910 1037,https://www.facebook.com/larotondadelpanadero/,3,4.5,€8 - €15,Na,"['2', '1', '0', '0', '0']"
1628,Volver Cafè,"['Late Night', ' Drinks']","#1,964 of 2,742 Restaurants in Naples","Via Vincenzo Bellini 56 Angolo con Piazza Dante, 80135, Naples Italy",+39 081 060 6630,http://www.facebook.com/volvercafenapoli,65,3.0,Na,Na,"['3', '0', '0', '0', '0']"
1629,Pizzeria o'sole MIO,"['Lunch', ' Dinner']","#1,966 of 2,742 Restaurants in Naples","Via Conte Mirabello 25 Calvizzano, 80012, Naples Italy",+39 081 713 0563,https://www.facebook.com/pages/Pizzeria-osole-MIO/214820481909153?sk=wall&filter=12,11,3.5,Na,Na,"['0', '1', '0', '0', '0']"
1630,Putipu Pizza Cafe,"['Lunch', ' Dinner', ' Late Night']","#1,972 of 2,742 Restaurants in Naples","Via Lucilio 21, Naples Italy",+39 081 764 6528,https://www.facebook.com/pages/putip%C3%B9-pizza-caf%C3%A8/44058730591?sk=info,82,3.0,Na,Na,"['2', '7', '5', '0', '0']"
1631,Angels Risto-Pub,"['Lunch', ' Dinner']","#1,974 of 2,742 Restaurants in Naples","Via Tavernanova Traversa Cupola, 80033, Naples Italy",+39 347 599 2022,https://www.facebook.com/pages/Angels-Risto-pub/110834785759262,2,5.0,Na,Na,"['2', '0', '0', '0', '0']"
1632,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1633,Ristorante Nagoya,['Vegetarian Friendly'],"#1,979 of 2,742 Restaurants in Naples","Via Gioacchino Rossini 1, 80128, Naples Italy",+39 339 497 4818,http://www.nagoya-napoli.it/,115,3.0,Na,Na,"['0', '0', '0', '0', '1']"
1634,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1635,Music Home Restaurant,['Italian'],"#1,981 of 2,742 Restaurants in Naples","Salita San Raffaele 22 Materdei, 80136, Naples Italy",+39 331 523 5118,http://www.facebook.com/music.home.restaurant.sanraffaele,3,4.5,€20 - €25,Na,"['1', '0', '0', '0', '0']"
1636,Pizzeria Tarascio,"['Delivery', ' Takeout', ' Reservations', ' Seating', ' Table Service']","#1,986 of 2,742 Restaurants in Naples","Via Domenico Fontana 18/20, 80128, Naples Italy",+39 081 560 7716,http://www.pizzeriatarasciovomero.it/,50,3.5,Na,Na,"['1', '0', '0', '0', '0']"
1637,Pizzeria Caterina,"['Italian', ' Pizza', ' Street Food']","#1,987 of 2,742 Restaurants in Naples","Via Abate Minichini 9, 80137, Naples Italy",+39 334 939 6937,http://www.facebook.com/pizzeriacaterinanapoli/,37,3.5,€5 - €10,Na,"['14', '6', '4', '6', '7']"
1638,La Corte,['International'],"#1,988 of 2,742 Restaurants in Naples","Via Foria 198, 80139, Naples Italy",+39 081 442 1528,http://www.hotelrealortobotanico.it/ristorante/,6,3.5,€20 - €35,Na,"['0', '2', '1', '0', '0']"
1639,Casa Carusio,"['Lunch', ' Dinner']","#1,990 of 2,742 Restaurants in Naples","Via Leonardo Bianchi 2, 80131, Naples Italy",+39 348 316 1325,https://www.facebook.com/Casa-Carusio-2330705846981038/,13,3.5,Na,Na,"['5', '3', '1', '2', '2']"
1640,Peccati di Gola Auriemma,['Italian'],"#1,992 of 2,742 Restaurants in Naples","Via Volpe Scisciano, 80030, Naples Italy",+39 331 842 6456,https://www.facebook.com/Peccati-di-Gola-Auriemma-465827986790653/,4,4.0,€4 - €10,Na,"['2', '0', '2', '0', '0']"
1641,La Parmense,['Lunch'],"#1,994 of 2,742 Restaurants in Naples","Via Francesco Cilea 90, 80127, Naples Italy",+39 081 560 4831,https://www.facebook.com/La-Parmense-925047277527435/,24,3.5,Na,Na,"['1', '0', '0', '0', '0']"
1642,Spanish Pub,['Reservations'],"#1,996 of 2,742 Restaurants in Naples","Via Torrione San Martino 14, 80129, Naples Italy",+39 081 1925 7159,https://www.facebook.com/pages/category/Local-Business/Spanish-pub-565244780605139/,8,3.5,Na,Na,"['3', '3', '0', '0', '2']"
1643,On Mimì Bistrot,"['Lunch', ' Dinner', ' Brunch']","#1,998 of 2,742 Restaurants in Naples","Via Alessandro Scarlatti 4/6, 80129, Naples Italy",+39 338 348 4411,http://www.mimibistrot.it/,4,4.0,Na,Na,"['1', '0', '0', '0', '0']"
1644,Strafatti di Fritto,['Italian'],"#1,999 of 2,742 Restaurants in Naples","Via San Sebastiano 58, 80134, Naples Italy",+39 333 509 2313,https://www.facebook.com/Strafatti-di-fritto-869044046510661/,3,4.5,€3 - €6,Na,"['2', '1', '0', '0', '0']"
1645,Kikana,"['African', ' Bar', ' International', ' Pub']","#2,002 of 2,742 Restaurants in Naples","Via del Parco Regina Margherita 12/a, 80121, Naples Italy",+39 388 889 6891,https://www.facebook.com/kikana.napoli/,3,4.5,€5 - €17,Na,"['1', '2', '0', '0', '0']"
1646,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1647,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1648,Trattoria di Mamule',"['Italian', ' Southern-Italian']","#2,010 of 2,742 Restaurants in Naples","Via Giovanni Bausan 53 Adiacenze piazza S. Pasquale, 80121, Naples Italy",+39 081 1875 9260,https://www.facebook.com/pages/category/Comfort-Food-Restaurant/Trattoria-di-Mamul%C3%A8-116091893154056/,2,4.5,€15 - €30,Na,"['1', '1', '0', '0', '0']"
1649,Pizzeria Oi Vita,"['Pizza', ' Southern-Italian']","#2,011 of 2,742 Restaurants in Naples","Via San Vincenzo 40 Via San Vincenzo n 40, 80136, Naples Italy",+39 347 699 6083,https://www.facebook.com/Pizzeria-Oi-Vita-339822886957130/,2,4.5,€4 - €11,Na,"['1', '1', '0', '0', '0']"
1650,Da Carluccio,"['Dinner', ' Late Night']","#2,014 of 2,742 Restaurants in Naples","Via Vicinale Margherita 31, Naples Italy",+39 081 545 2965,http://www.facebook.com/LaLocandadiDonCarlo/,136,3.5,Na,Na,"['39', '38', '18', '15', '26']"
1651,Fratelli Portoghese,['Dinner'],"#2,017 of 2,742 Restaurants in Naples","Via Campegna, 73-75-77, 80125, Naples Italy",+39 081 627090,https://www.facebook.com/PizzeriaRosticceriaFlliPortoghese,5,4.0,Na,Na,"['2', '2', '0', '1', '0']"
1652,Dal Delicato,"['Reservations', ' Seating', ' Table Service', ' Wheelchair Accessible']","#2,021 of 2,742 Restaurants in Naples","Via Riviera Di Chiaia 215/216, 80100, Naples Italy",+39 081 402844,https://www.facebook.com/pages/Dal-Delicato-Caff%C3%A8RistoGrill/239620776241336,19,3.5,Na,Na,"['5', '7', '2', '2', '3']"
1653,Mascolo Il Panuozzo Italiano,['Dinner'],"#2,023 of 2,742 Restaurants in Naples","Piazza Sannazzaro 70/A, 80122, Naples Italy",+39 081 761 3116,http://www.mascolofranchising.com/,24,4.0,Na,Na,"['11', '8', '0', '0', '5']"
1654,Farinoso,['Vegetarian Friendly'],"#2,024 of 2,742 Restaurants in Naples","Via Raffaele Morghen 36b, 80129, Naples Italy",+39 081 556 7797,https://www.facebook.com/farinoso/,255,3.5,Na,Na,"['4', '1', '0', '0', '1']"
1655,Dolce Vita Ristobar,['Vegetarian Friendly'],"#2,025 of 2,742 Restaurants in Naples","Corso Umberto I n°83, 80138, Naples Italy",+39 081 1881 9757,http://www.facebook.com/dolcevitaristobar/,26,3.5,Na,Na,"['2', '0', '1', '0', '1']"
1656,Kyosko Sushi Napoli,"['Japanese', ' Sushi', ' Seafood']","#2,027 of 2,742 Restaurants in Naples","Via Giovanni Merliani 30, 80127, Naples Italy",+39 081 1806 2548,https://www.facebook.com/kyoskosushinapoli/,7,3.5,€10 - €50,Na,"['3', '1', '1', '1', '1']"
1657,Bella Figliola,"['Lunch', ' Dinner']","#2,030 of 2,742 Restaurants in Naples","Via Diocleziano 270, 80125, Naples Italy",+39 081 570 4093,https://www.bellafigliola.com/,210,3.0,Na,Na,"['5', '2', '2', '0', '1']"
1658,Poldo Pub,"['Pub', ' Italian']","#2,031 of 2,742 Restaurants in Naples","Via Giulio Cesare 85, 80125, Naples Italy",+39 081 239 1367,https://www.facebook.com/poldopubfuorigrotta/,7,3.5,€3 - €10,Na,"['4', '1', '0', '0', '2']"
1659,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1660,Io Mammeta E Vuje,['Reservations'],"#2,038 of 2,742 Restaurants in Naples","Via Vincenzo Mosca 13/15, 80129, Naples Italy",+39 081 224 9376,https://io-mammeta-e-vuje.business.site/,8,3.5,Na,Na,"['3', '1', '2', '1', '1']"
1661,Regina Margherita Napoli,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#2,039 of 2,742 Restaurants in Naples","Via Partenope 19/22, 80121, Naples Italy",+39 081 764 4629,http://www.reginamargheritanapoli.it/,2023,3.0,Na,Na,"['45', '36', '31', '16', '29']"
